FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013610,2015,Score,NA,0.194,Employment Deprivation Domain
E01013608,2015,Score,NA,0.088,Employment Deprivation Domain
E01013603,2015,Score,NA,0.334,Employment Deprivation Domain
E01013622,2015,Score,NA,0.268,Employment Deprivation Domain
E01013601,2015,Score,NA,0.223,Employment Deprivation Domain
E01013602,2015,Score,NA,0.227,Employment Deprivation Domain
E01032873,2015,Score,NA,0.371,Income Deprivation Affecting Older People Index (IDAOPI)
E01032597,2015,Score,NA,0.366,Income Deprivation Affecting Older People Index (IDAOPI)
E01032602,2015,Score,NA,0.343,Income Deprivation Affecting Older People Index (IDAOPI)
E01032599,2015,Score,NA,0.129,Income Deprivation Affecting Older People Index (IDAOPI)
E01032868,2015,Score,NA,0.356,Income Deprivation Affecting Older People Index (IDAOPI)
E01013606,2015,Score,NA,0.146,Income Deprivation Affecting Older People Index (IDAOPI)
E01013679,2015,Score,NA,0.354,Income Deprivation Affecting Older People Index (IDAOPI)
E01013662,2015,Score,NA,0.405,Income Deprivation Affecting Older People Index (IDAOPI)
E01032875,2015,Score,NA,0.25,Income Deprivation Affecting Older People Index (IDAOPI)
E01032862,2015,Score,NA,0.359,Income Deprivation Affecting Older People Index (IDAOPI)
E01032872,2015,Score,NA,0.269,Income Deprivation Affecting Older People Index (IDAOPI)
E01032865,2015,Score,NA,0.246,Income Deprivation Affecting Older People Index (IDAOPI)
E01032863,2015,Score,NA,0.264,Income Deprivation Affecting Older People Index (IDAOPI)
E01032867,2015,Score,NA,0.347,Income Deprivation Affecting Older People Index (IDAOPI)
E01013737,2015,Score,NA,0.081,Income Deprivation Affecting Children Index (IDACI)
E01013721,2015,Score,NA,0.366,Income Deprivation Affecting Children Index (IDACI)
E01013729,2015,Score,NA,0.222,Income Deprivation Affecting Children Index (IDACI)
E01013763,2015,Score,NA,0.314,Income Deprivation Affecting Children Index (IDACI)
E01013714,2015,Score,NA,0.152,Income Deprivation Affecting Children Index (IDACI)
E01013650,2015,Score,NA,0.078,Income Deprivation Affecting Children Index (IDACI)
E01013643,2015,Score,NA,0.139,Income Deprivation Affecting Children Index (IDACI)
E01013664,2015,Score,NA,0.338,Income Deprivation Affecting Children Index (IDACI)
E01013718,2015,Score,NA,0.309,Income Deprivation Affecting Children Index (IDACI)
E01013678,2015,Score,NA,0.285,Income Deprivation Affecting Children Index (IDACI)
E01013688,2015,Score,NA,0.396,Income Deprivation Affecting Children Index (IDACI)
E01013651,2015,Score,NA,0.41,Income Deprivation Affecting Children Index (IDACI)
E01013777,2015,Score,NA,0.38,Income Deprivation Affecting Children Index (IDACI)
E01013766,2015,Score,NA,0.159,Income Deprivation Affecting Children Index (IDACI)
E01013702,2015,Score,NA,0.063,Income Deprivation Affecting Children Index (IDACI)
E01013705,2015,Score,NA,0.165,Income Deprivation Affecting Children Index (IDACI)
E01013614,2015,Score,NA,0.241,Income Deprivation Affecting Children Index (IDACI)
E01013622,2015,Score,NA,0.466,Income Deprivation Affecting Children Index (IDACI)
E01013642,2015,Score,NA,0.078,Income Deprivation Affecting Children Index (IDACI)
E01013633,2015,Score,NA,0.345,Income Deprivation Affecting Children Index (IDACI)
E01013607,2015,Score,NA,0.155,Income Deprivation Affecting Children Index (IDACI)
E01013632,2015,Score,NA,0.473,Income Deprivation Affecting Children Index (IDACI)
E01013623,2015,Score,NA,0.185,Income Deprivation Affecting Children Index (IDACI)
E01013641,2015,Score,NA,0.257,Income Deprivation Affecting Children Index (IDACI)
E01013620,2015,Score,NA,0.53,Income Deprivation Affecting Children Index (IDACI)
E01013630,2015,Score,NA,0.287,Income Deprivation Affecting Children Index (IDACI)
E01013621,2015,Score,NA,0.53,Income Deprivation Affecting Children Index (IDACI)
E01013612,2015,Score,NA,0.172,Income Deprivation Affecting Children Index (IDACI)
E01013647,2015,Score,NA,0.385,Income Deprivation Affecting Children Index (IDACI)
E01013638,2015,Score,NA,0.561,Income Deprivation Affecting Children Index (IDACI)
E01013601,2015,Score,NA,0.443,Income Deprivation Affecting Children Index (IDACI)
E01013603,2015,Score,NA,0.494,Income Deprivation Affecting Children Index (IDACI)
E01013602,2015,Score,NA,0.412,Income Deprivation Affecting Children Index (IDACI)
E01013637,2015,Score,NA,0.379,Income Deprivation Affecting Children Index (IDACI)
E01013627,2015,Score,NA,0.108,Income Deprivation Affecting Children Index (IDACI)
E01013608,2015,Score,NA,0.171,Income Deprivation Affecting Children Index (IDACI)
E01013785,2015,Score,NA,0.045,Income Deprivation Affecting Children Index (IDACI)
E01013783,2015,Score,NA,0.09,Income Deprivation Affecting Children Index (IDACI)
E01013774,2015,Score,NA,0.359,Income Deprivation Affecting Children Index (IDACI)
E01013746,2015,Score,NA,0.269,Income Deprivation Affecting Children Index (IDACI)
E01013743,2015,Score,NA,0.191,Income Deprivation Affecting Children Index (IDACI)
E01013782,2015,Score,NA,0.156,Income Deprivation Affecting Children Index (IDACI)
E01013697,2015,Score,NA,0.245,Income Deprivation Affecting Children Index (IDACI)
E01013689,2015,Score,NA,0.358,Income Deprivation Affecting Children Index (IDACI)
E01013759,2015,Score,NA,0.089,Income Deprivation Affecting Children Index (IDACI)
E01013751,2015,Score,NA,0.215,Income Deprivation Affecting Children Index (IDACI)
E01013653,2015,Score,NA,0.409,Income Deprivation Affecting Children Index (IDACI)
E01013631,2015,Score,NA,0.278,Income Deprivation Affecting Children Index (IDACI)
E01013652,2015,Score,NA,0.489,Income Deprivation Affecting Children Index (IDACI)
E01013640,2015,Score,NA,0.547,Income Deprivation Affecting Children Index (IDACI)
E01013750,2015,Score,NA,0.125,Income Deprivation Affecting Children Index (IDACI)
E01013666,2015,Score,NA,0.144,Income Deprivation Affecting Children Index (IDACI)
E01013742,2015,Score,NA,0.191,Income Deprivation Affecting Children Index (IDACI)
E01013734,2015,Score,NA,0.116,Income Deprivation Affecting Children Index (IDACI)
E01013717,2015,Score,NA,0.217,Income Deprivation Affecting Children Index (IDACI)
E01013665,2015,Score,NA,0.183,Income Deprivation Affecting Children Index (IDACI)
E01013786,2015,Score,NA,0.244,Income Deprivation Affecting Children Index (IDACI)
E01013780,2015,Score,NA,0.049,Income Deprivation Affecting Children Index (IDACI)
E01013784,2015,Score,NA,0.121,Income Deprivation Affecting Children Index (IDACI)
E01013772,2015,Score,NA,0.4,Income Deprivation Affecting Children Index (IDACI)
E01013768,2015,Score,NA,0.307,Income Deprivation Affecting Children Index (IDACI)
E01013778,2015,Score,NA,0.301,Income Deprivation Affecting Children Index (IDACI)
E01013740,2015,Score,NA,0.2,Income Deprivation Affecting Children Index (IDACI)
E01013738,2015,Score,NA,0.109,Income Deprivation Affecting Children Index (IDACI)
E01013762,2015,Score,NA,0.294,Income Deprivation Affecting Children Index (IDACI)
E01013744,2015,Score,NA,0.141,Income Deprivation Affecting Children Index (IDACI)
E01013767,2015,Score,NA,0.262,Income Deprivation Affecting Children Index (IDACI)
E01013700,2015,Score,NA,0.127,Income Deprivation Affecting Children Index (IDACI)
E01013703,2015,Score,NA,0.047,Income Deprivation Affecting Children Index (IDACI)
E01013655,2015,Score,NA,0.214,Income Deprivation Affecting Children Index (IDACI)
E01013732,2015,Score,NA,0.222,Income Deprivation Affecting Children Index (IDACI)
E01013660,2015,Score,NA,0.254,Income Deprivation Affecting Children Index (IDACI)
E01013696,2015,Score,NA,0.279,Income Deprivation Affecting Children Index (IDACI)
E01013676,2015,Score,NA,0.439,Income Deprivation Affecting Children Index (IDACI)
E01013725,2015,Score,NA,0.623,Income Deprivation Affecting Children Index (IDACI)
E01013610,2015,Score,NA,0.276,Income Deprivation Affecting Children Index (IDACI)
E01013609,2015,Score,NA,0.105,Income Deprivation Affecting Children Index (IDACI)
E01013654,2015,Score,NA,0.251,Income Deprivation Affecting Children Index (IDACI)
E01013615,2015,Score,NA,0.121,Income Deprivation Affecting Children Index (IDACI)
E01013780,2015,Score,NA,1.144,Crime Domain
E01013784,2015,Score,NA,0.966,Crime Domain
E01013740,2015,Score,NA,0.281,Crime Domain
E01013744,2015,Score,NA,-0.69,Crime Domain
E01013762,2015,Score,NA,0.242,Crime Domain
E01013778,2015,Score,NA,1.247,Crime Domain
E01013768,2015,Score,NA,-0.059,Crime Domain
E01013772,2015,Score,NA,-0.025,Crime Domain
E01013767,2015,Score,NA,0.035,Crime Domain
E01013610,2015,Score,NA,1.044,Crime Domain
E01013738,2015,Score,NA,0.571,Crime Domain
E01013676,2015,Score,NA,0.636,Crime Domain
E01013732,2015,Score,NA,0.198,Crime Domain
E01013703,2015,Score,NA,0.141,Crime Domain
E01013696,2015,Score,NA,0.253,Crime Domain
E01013655,2015,Score,NA,0.372,Crime Domain
E01013660,2015,Score,NA,0.451,Crime Domain
E01013725,2015,Score,NA,2.029,Crime Domain
E01013700,2015,Score,NA,0.121,Crime Domain
E01013654,2015,Score,NA,0.221,Crime Domain
E01013615,2015,Score,NA,0.7,Crime Domain
E01013616,2015,Score,NA,0.188,Income Deprivation Affecting Children Index (IDACI)
E01013758,2015,Score,NA,0.175,Income Deprivation Affecting Children Index (IDACI)
E01013756,2015,Score,NA,0.19,Income Deprivation Affecting Children Index (IDACI)
E01013773,2015,Score,NA,0.205,Income Deprivation Affecting Children Index (IDACI)
E01013765,2015,Score,NA,0.314,Income Deprivation Affecting Children Index (IDACI)
E01013735,2015,Score,NA,0.172,Income Deprivation Affecting Children Index (IDACI)
E01013733,2015,Score,NA,0.208,Income Deprivation Affecting Children Index (IDACI)
E01013752,2015,Score,NA,0.311,Income Deprivation Affecting Children Index (IDACI)
E01013628,2015,Score,NA,0.257,Income Deprivation Affecting Children Index (IDACI)
E01013626,2015,Score,NA,0.278,Income Deprivation Affecting Children Index (IDACI)
E01013646,2015,Score,NA,0.295,Income Deprivation Affecting Children Index (IDACI)
E01013636,2015,Score,NA,0.098,Income Deprivation Affecting Children Index (IDACI)
E01013682,2015,Score,NA,0.371,Income Deprivation Affecting Children Index (IDACI)
E01013674,2015,Score,NA,0.376,Income Deprivation Affecting Children Index (IDACI)
E01013720,2015,Score,NA,0.28,Income Deprivation Affecting Children Index (IDACI)
E01013605,2015,Score,NA,0.296,Income Deprivation Affecting Children Index (IDACI)
E01013709,2015,Score,NA,0.132,Income Deprivation Affecting Children Index (IDACI)
E01013694,2015,Score,NA,0.368,Income Deprivation Affecting Children Index (IDACI)
E01013648,2015,Score,NA,0.36,Income Deprivation Affecting Children Index (IDACI)
E01013727,2015,Score,NA,0.472,Income Deprivation Affecting Children Index (IDACI)
E01013659,2015,Score,NA,0.227,Income Deprivation Affecting Children Index (IDACI)
E01013749,2015,Score,NA,0.139,Income Deprivation Affecting Children Index (IDACI)
E01013629,2015,Score,NA,0.287,Income Deprivation Affecting Children Index (IDACI)
E01013658,2015,Score,NA,0.201,Income Deprivation Affecting Children Index (IDACI)
E01013687,2015,Score,NA,0.284,Income Deprivation Affecting Children Index (IDACI)
E01013710,2015,Score,NA,0.087,Income Deprivation Affecting Children Index (IDACI)
E01013663,2015,Score,NA,0.137,Income Deprivation Affecting Children Index (IDACI)
E01013722,2015,Score,NA,0.427,Income Deprivation Affecting Children Index (IDACI)
E01013713,2015,Score,NA,0.183,Income Deprivation Affecting Children Index (IDACI)
E01013681,2015,Score,NA,0.334,Income Deprivation Affecting Children Index (IDACI)
E01013728,2015,Score,NA,0.471,Income Deprivation Affecting Children Index (IDACI)
E01013745,2015,Score,NA,0.11,Income Deprivation Affecting Children Index (IDACI)
E01013639,2015,Score,NA,0.301,Income Deprivation Affecting Children Index (IDACI)
E01013613,2015,Score,NA,0.285,Income Deprivation Affecting Children Index (IDACI)
E01013604,2015,Score,NA,0.343,Income Deprivation Affecting Children Index (IDACI)
E01013675,2015,Score,NA,0.401,Income Deprivation Affecting Children Index (IDACI)
E01013656,2015,Score,NA,0.195,Income Deprivation Affecting Children Index (IDACI)
E01013671,2015,Score,NA,0.172,Income Deprivation Affecting Children Index (IDACI)
E01013677,2015,Score,NA,0.42,Income Deprivation Affecting Children Index (IDACI)
E01013649,2015,Score,NA,0.087,Income Deprivation Affecting Children Index (IDACI)
E01013680,2015,Score,NA,0.115,Income Deprivation Affecting Children Index (IDACI)
E01013695,2015,Score,NA,0.458,Income Deprivation Affecting Children Index (IDACI)
E01013706,2015,Score,NA,0.038,Income Deprivation Affecting Children Index (IDACI)
E01013711,2015,Score,NA,0.081,Income Deprivation Affecting Children Index (IDACI)
E01013602,2015,Score,NA,0.324,Income Deprivation Affecting Older People Index (IDAOPI)
E01013603,2015,Score,NA,0.413,Income Deprivation Affecting Older People Index (IDAOPI)
E01013601,2015,Score,NA,0.336,Income Deprivation Affecting Older People Index (IDAOPI)
E01013718,2015,Score,NA,0.549,Income Deprivation Affecting Older People Index (IDAOPI)
E01013763,2015,Score,NA,0.445,Income Deprivation Affecting Older People Index (IDAOPI)
E01013777,2015,Score,NA,0.228,Income Deprivation Affecting Older People Index (IDAOPI)
E01013766,2015,Score,NA,0.301,Income Deprivation Affecting Older People Index (IDAOPI)
E01013714,2015,Score,NA,0.417,Income Deprivation Affecting Older People Index (IDAOPI)
E01013688,2015,Score,NA,0.325,Income Deprivation Affecting Older People Index (IDAOPI)
E01013737,2015,Score,NA,0.297,Income Deprivation Affecting Older People Index (IDAOPI)
E01013729,2015,Score,NA,0.172,Income Deprivation Affecting Older People Index (IDAOPI)
E01013721,2015,Score,NA,0.246,Income Deprivation Affecting Older People Index (IDAOPI)
E01013734,2015,Score,NA,0.307,Income Deprivation Affecting Older People Index (IDAOPI)
E01013705,2015,Score,NA,0.174,Income Deprivation Affecting Older People Index (IDAOPI)
E01013641,2015,Score,NA,0.254,Income Deprivation Affecting Older People Index (IDAOPI)
E01013630,2015,Score,NA,0.527,Income Deprivation Affecting Older People Index (IDAOPI)
E01013640,2015,Score,NA,0.486,Income Deprivation Affecting Older People Index (IDAOPI)
E01013621,2015,Score,NA,0.447,Income Deprivation Affecting Older People Index (IDAOPI)
E01013652,2015,Score,NA,0.405,Income Deprivation Affecting Older People Index (IDAOPI)
E01013717,2015,Score,NA,0.43,Income Deprivation Affecting Older People Index (IDAOPI)
E01013746,2015,Score,NA,0.803,Income Deprivation Affecting Older People Index (IDAOPI)
E01013742,2015,Score,NA,0.685,Income Deprivation Affecting Older People Index (IDAOPI)
E01013743,2015,Score,NA,0.654,Income Deprivation Affecting Older People Index (IDAOPI)
E01013620,2015,Score,NA,0.371,Income Deprivation Affecting Older People Index (IDAOPI)
E01013697,2015,Score,NA,0.295,Income Deprivation Affecting Older People Index (IDAOPI)
E01013631,2015,Score,NA,0.255,Income Deprivation Affecting Older People Index (IDAOPI)
E01013666,2015,Score,NA,0.113,Income Deprivation Affecting Older People Index (IDAOPI)
E01013689,2015,Score,NA,0.244,Income Deprivation Affecting Older People Index (IDAOPI)
E01013612,2015,Score,NA,0.125,Income Deprivation Affecting Older People Index (IDAOPI)
E01013702,2015,Score,NA,0.116,Income Deprivation Affecting Older People Index (IDAOPI)
E01013653,2015,Score,NA,0.461,Income Deprivation Affecting Older People Index (IDAOPI)
E01013665,2015,Score,NA,0.386,Income Deprivation Affecting Older People Index (IDAOPI)
E01013659,2015,Score,NA,0.666,Income Deprivation Affecting Older People Index (IDAOPI)
E01013646,2015,Score,NA,0.454,Income Deprivation Affecting Older People Index (IDAOPI)
E01013648,2015,Score,NA,0.518,Income Deprivation Affecting Older People Index (IDAOPI)
E01013604,2015,Score,NA,0.358,Income Deprivation Affecting Older People Index (IDAOPI)
E01013674,2015,Score,NA,0.377,Income Deprivation Affecting Older People Index (IDAOPI)
E01013682,2015,Score,NA,0.243,Income Deprivation Affecting Older People Index (IDAOPI)
E01013626,2015,Score,NA,0.516,Income Deprivation Affecting Older People Index (IDAOPI)
E01013628,2015,Score,NA,0.563,Income Deprivation Affecting Older People Index (IDAOPI)
E01013610,2015,Score,NA,0.234,Income Deprivation Affecting Older People Index (IDAOPI)
E01013608,2015,Score,NA,0.116,Income Deprivation Affecting Older People Index (IDAOPI)
E01013609,2015,Score,NA,0.147,Income Deprivation Affecting Older People Index (IDAOPI)
E01013605,2015,Score,NA,0.28,Income Deprivation Affecting Older People Index (IDAOPI)
E01013636,2015,Score,NA,0.146,Income Deprivation Affecting Older People Index (IDAOPI)
E01013633,2015,Score,NA,0.378,Income Deprivation Affecting Older People Index (IDAOPI)
E01013632,2015,Score,NA,0.576,Income Deprivation Affecting Older People Index (IDAOPI)
E01013614,2015,Score,NA,0.193,Income Deprivation Affecting Older People Index (IDAOPI)
E01013642,2015,Score,NA,0.129,Income Deprivation Affecting Older People Index (IDAOPI)
E01013678,2015,Score,NA,0.206,Income Deprivation Affecting Older People Index (IDAOPI)
E01013650,2015,Score,NA,0.132,Income Deprivation Affecting Older People Index (IDAOPI)
E01013643,2015,Score,NA,0.196,Income Deprivation Affecting Older People Index (IDAOPI)
E01013622,2015,Score,NA,0.44,Income Deprivation Affecting Older People Index (IDAOPI)
E01013664,2015,Score,NA,0.376,Income Deprivation Affecting Older People Index (IDAOPI)
E01013623,2015,Score,NA,0.171,Income Deprivation Affecting Older People Index (IDAOPI)
E01013607,2015,Score,NA,0.201,Income Deprivation Affecting Older People Index (IDAOPI)
